Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,DNB,LSG,T20,Kolkata,09 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,PBKS,T20,Kolkata,06 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,DNB,PBKS,T20,Dharamsala,19 May 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,DNB,SRH,T20,Hyderabad,02 Apr 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,DNB,RCB,T20,Mumbai,05 Apr 22,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,2(2),MI,T20,Navi Mumbai,02 Apr 22,100,0,0
INDIAN PREMIER LEAGUE 2021,DNB,CSK,T20,Sharjah,24 Sep 21,DNB,DNB,DNB
"INDIA TOUR OF SRI LANKA, 2021",1*(1),SL,T20I,Colombo,28 Jul 21,100,0,0
"INDIA TOUR OF SRI LANKA, 2021",15(37),SL,ODI,Colombo,23 Jul 21,40.5,0,0
INDIAN PREMIER LEAGUE 2021,2(4),CSK,T20,Mumbai,25 Apr 21,50,0,0
"INDIA TOUR OF AUSTRALIA, 2020-21",5 & DNB,AUS,Test,Brisbane,15 Jan 21,35.7 & DNB,1 & DNB,0 & DNB
"INDIA TOUR OF AUSTRALIA, 2020-21",3 & DNB,AUS,Test,Sydney,07 Jan 21,23 & DNB,0 & DNB,0 & DNB
"INDIA TOUR OF AUSTRALIA, 2020-21",10*(10),AUS,ODI,Sydney,29 Nov 20,100,1,0
"INDIA TOUR OF AUSTRALIA, 2020-21",29*(35),AUS,ODI,Sydney,27 Nov 20,82.8,1,1
INDIAN PREMIER LEAGUE 2020,9*(8),SRH,T20,Abu Dhabi,06 Nov 20,112.5,1,0
INDIAN PREMIER LEAGUE 2020,DNB,SRH,T20,Sharjah,31 Oct 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2020,DNB,CSK,T20,Dubai,25 Oct 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2020,DNB,KKR,T20,Abu Dhabi,21 Oct 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2020,DNB,RR,T20,Dubai,17 Oct 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2020,DNB,PBKS,T20,Sharjah,15 Oct 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2020,DNB,KKR,T20,Sharjah,12 Oct 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2020,DNB,CSK,T20,Dubai,10 Oct 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2020,12*(12),DC,T20,Dubai,05 Oct 20,100,1,0
INDIAN PREMIER LEAGUE 2020,DNB,RR,T20,Abu Dhabi,03 Oct 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2020,DNB,MI,T20,Dubai,28 Sep 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2020,6(7),PBKS,T20,Dubai,24 Sep 20,85.7,1,0
INDIAN PREMIER LEAGUE 2020,DNB,SRH,T20,Dubai,21 Sep 20,DNB,DNB,DNB
"INDIA TOUR OF NEW ZEALAND, 2020",8*(6),NZ,ODI,Mount Maunganui,11 Feb 20,133.3,2,0
"INDIA TOUR OF NEW ZEALAND, 2020",45(49),NZ,ODI,Auckland,08 Feb 20,91.8,5,2
"INDIA TOUR OF NEW ZEALAND, 2020",DNB,NZ,T20I,Mount Maunganui,02 Feb 20,DNB,DNB,DNB
"INDIA TOUR OF NEW ZEALAND, 2020",11*(9),NZ,T20I,Wellington,31 Jan 20,122.2,2,0
"AUSTRALIA TOUR OF INDIA, 2020",DNB,AUS,ODI,Bengaluru,19 Jan 20,DNB,DNB,DNB
"AUSTRALIA TOUR OF INDIA, 2020",DNB,AUS,ODI,Rajkot,17 Jan 20,DNB,DNB,DNB
