Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,0(2),KKR,T20,Delhi,08 May 26,0,0,0
INDIAN PREMIER LEAGUE 2026,DNB,CSK,T20,Delhi,05 May 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,RR,T20,Jaipur,01 May 26,DNB,DNB,DNB
"THE ASHES, 2025-26",5 & DNB,ENG,Test,Sydney,04 Jan 26,35.7 & DNB,0 & DNB,0 & DNB
"THE ASHES, 2025-26",1 & 0,ENG,Test,Melbourne,26 Dec 25,16.6 & 0,0 & 0,0 & 0
"THE ASHES, 2025-26",54 & 7*,ENG,Test,Adelaide,17 Dec 25,72 & 87.5,9 & 1,0 & 0
"THE ASHES, 2025-26",77 & DNB,ENG,Test,Brisbane,04 Dec 25,54.6 & DNB,13 & DNB,0 & DNB
"THE ASHES, 2025-26",12 & DNB,ENG,Test,Perth,21 Nov 25,100 & DNB,0 & DNB,0 & DNB
"INDIA TOUR OF AUSTRALIA, 2025",2(5),IND,ODI,Sydney,25 Oct 25,40,0,0
"INDIA TOUR OF AUSTRALIA, 2025",4(7),IND,ODI,Adelaide,23 Oct 25,57.1,1,0
"INDIA TOUR OF AUSTRALIA, 2025",DNB,IND,ODI,Perth,19 Oct 25,DNB,DNB,DNB
"AUSTRALIA TOUR OF WEST INDIES, 2025",0 & 11*,WI,Test,"Kingston, Jamaica",13 Jul 25,0 & 42.3,0 & 1,0 & 0
"AUSTRALIA TOUR OF WEST INDIES, 2025",6 & 13*,WI,Test,"St Georges, Grenada",03 Jul 25,75 & 59,1 & 1,0 & 0
"AUSTRALIA TOUR OF WEST INDIES, 2025",0 & 16,WI,Test,"Bridgetown, Barbados",25 Jun 25,0 & 94.1,0 & 3,0 & 0
ICC WORLD TEST CHAMPIONSHIP FINAL 2025,1 & 58*,RSA,Test,London,11 Jun 25,8.3 & 42.6,0 & 5,0 & 0
INDIAN PREMIER LEAGUE 2025,1*(1),SRH,T20,Hyderabad,05 May 25,100,0,0
INDIAN PREMIER LEAGUE 2025,0(1),KKR,T20,Delhi,29 Apr 25,0,0,0
INDIAN PREMIER LEAGUE 2025,DNB,RCB,T20,Delhi,27 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,LSG,T20,Lucknow,22 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,2*(2),GT,T20,Ahmedabad,19 Apr 25,100,0,0
INDIAN PREMIER LEAGUE 2025,DNB,RR,T20,Delhi,16 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,1*(1),MI,T20,Delhi,13 Apr 25,100,0,0
