Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",0(1),CHNW,T20I,Mong Kok,08 May 26,0,0,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",4(6),CHNW,T20I,Mong Kok,07 May 26,66.6,0,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",DNB,HKC W,T20I,Mong Kok,07 May 26,DNB,DNB,DNB
BHUTAN WOMEN'S T20I TRI-SERIES 2026,1(2),BTNW,T20I,Gelephu,27 Jan 26,50,0,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,2(5),HKC W,T20I,Gelephu,26 Jan 26,40,0,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,10(16),BTNW,T20I,Gelephu,24 Jan 26,62.5,0,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,5(10),HKC W,T20I,Gelephu,21 Jan 26,50,0,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,4(6),BTNW,T20I,Gelephu,20 Jan 26,66.6,0,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,3(7),THAIW,T20I,Bangkok,19 Dec 25,42.8,0,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,6*(8),MMRW,T20I,Bangkok,18 Dec 25,75,0,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,DNB,PHIW,T20I,Bangkok,17 Dec 25,DNB,DNB,DNB
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,1(2),IDNW,T20I,Bangkok,15 Dec 25,50,0,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",19(18),HKC W,T20I,Kuala Lumpur,04 Dec 25,105.5,3,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",4(7),HKC W,T20I,Kuala Lumpur,03 Dec 25,57.1,0,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0(3),HKC W,T20I,Kuala Lumpur,01 Dec 25,0,0,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",1(4),HKC W,T20I,Kuala Lumpur,30 Nov 25,25,0,0
NEPAL WOMEN TOUR OF MALAYSIA 2025,0*(4),NEPW,T20I,Kuala Lumpur,04 Oct 25,0,0,0
"NAMIBIA WOMEN TOUR OF MALAYSIA, 2024",5*(8),NAMW,T20I,Kuala Lumpur,12 Dec 24,62.5,0,0
"NAMIBIA WOMEN TOUR OF MALAYSIA, 2024",1(4),NAMW,T20I,Kuala Lumpur,11 Dec 24,25,0,0
"NAMIBIA WOMEN TOUR OF MALAYSIA, 2024",1(3),NAMW,T20I,Kuala Lumpur,10 Dec 24,33.3,0,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,DNB,JPNW,T20I,Kuala Lumpur,14 Feb 24,DNB,DNB,DNB
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,DNB,BHRW,T20I,Kuala Lumpur,13 Feb 24,DNB,DNB,DNB
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0(2),QATW,T20I,Kuala Lumpur,11 Feb 24,0,0,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,DNB,IDNW,T20I,Kuala Lumpur,10 Feb 24,DNB,DNB,DNB
"ASIAN GAMES WOMENS T20I, 2023",DNB,INDW,T20I,Hangzhou,21 Sep 23,DNB,DNB,DNB
"ASIAN GAMES WOMENS T20I, 2023",1*(3),HKC W,T20I,Hangzhou,19 Sep 23,33.3,0,0
HONG KONG WOMEN TOUR OF MALAYSIA 2023,18*(18),HKC W,T20I,Kuala Lumpur,15 Sep 23,100,2,0
HONG KONG WOMEN TOUR OF MALAYSIA 2023,DNB,HKC W,T20I,Kuala Lumpur,12 Sep 23,DNB,DNB,DNB
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,DNB,BTNW,T20I,Kuala Lumpur,04 Sep 23,DNB,DNB,DNB
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,DNB,BHRW,T20I,Kuala Lumpur,03 Sep 23,DNB,DNB,DNB
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,2*(4),UAEW,T20I,"Bangi, Malaysia",01 Sep 23,50,0,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2023,0(2),NEPW,T20I,Kuala Lumpur,31 Aug 23,0,0,0
ACC WOMENS EMERGING TEAMS ASIA CUP 2023,1(4),UAEW,T20I,Mong Kok,14 Jun 23,25,0,0
"NEPAL WOMEN TOUR OF MALAYSIA, 2023",DNB,NEPW,T20I,"Bangi, Malaysia",04 Jun 23,DNB,DNB,DNB
"NEPAL WOMEN TOUR OF MALAYSIA, 2023",9*(15),NEPW,T20I,"Bangi, Malaysia",03 Jun 23,60,0,0
"NEPAL WOMEN TOUR OF MALAYSIA, 2023",DNB,NEPW,T20I,"Bangi, Malaysia",01 Jun 23,DNB,DNB,DNB
"NEPAL WOMEN TOUR OF MALAYSIA, 2023",3*(2),NEPW,T20I,"Bangi, Malaysia",30 May 23,150,0,0
