Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,DNB,DC,T20,Delhi,05 May 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,MI,T20,Chennai,02 May 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,GT,T20,Chennai,26 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,MI,T20,Mumbai,23 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,1*(1),SRH,T20,Hyderabad,18 Apr 26,100,0,0
INDIAN PREMIER LEAGUE 2026,DNB,KKR,T20,Chennai,14 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,DC,T20,Chennai,11 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,8(8),RCB,T20,Bengaluru,05 Apr 26,100,0,1
INDIAN PREMIER LEAGUE 2026,DNB,PBKS,T20,Chennai,03 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,1(9),RR,T20,Guwahati,30 Mar 26,11.1,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,UAE,T20I,Delhi,16 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,15*(9),RSA,T20I,Ahmedabad,11 Feb 26,166.6,0,2
"AFGHANISTAN V WEST INDIES IN UAE, 2026",DNB,WI,T20I,Dubai,21 Jan 26,DNB,DNB,DNB
"AFGHANISTAN V WEST INDIES IN UAE, 2026",DNB,WI,T20I,Dubai,19 Jan 26,DNB,DNB,DNB
AFGHANISTAN VS BANGLADESH IN UAE 2025,DNB,BAN,T20I,Sharjah,03 Oct 25,DNB,DNB,DNB
AFGHANISTAN VS BANGLADESH IN UAE 2025,6(4),BAN,T20I,Sharjah,02 Oct 25,150,1,0
ASIA CUP 2025,6*(4),SL,T20I,Abu Dhabi,18 Sep 25,150,0,0
ASIA CUP 2025,14(9),BAN,T20I,Abu Dhabi,16 Sep 25,155.5,0,2
ASIA CUP 2025,DNB,HKC,T20I,Abu Dhabi,09 Sep 25,DNB,DNB,DNB
UNITED ARAB EMIRATES T20I TRI-SERIES 2025,3(6),PAK,T20I,Sharjah,07 Sep 25,50,0,0
UNITED ARAB EMIRATES T20I TRI-SERIES 2025,DNB,UAE,T20I,Sharjah,05 Sep 25,DNB,DNB,DNB
UNITED ARAB EMIRATES T20I TRI-SERIES 2025,DNB,PAK,T20I,Sharjah,02 Sep 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,GT,T20,Ahmedabad,25 May 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,2*(1),RR,T20,Delhi,20 May 25,200,0,0
INDIAN PREMIER LEAGUE 2025,2(2),KKR,T20,Kolkata,07 May 25,100,0,0
INDIAN PREMIER LEAGUE 2025,DNB,RCB,T20,Bengaluru,03 May 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,0(1),PBKS,T20,Chennai,30 Apr 25,0,0,0
INDIAN PREMIER LEAGUE 2025,2(3),SRH,T20,Chennai,25 Apr 25,66.6,0,0
INDIAN PREMIER LEAGUE 2025,DNB,MI,T20,Mumbai,20 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,LSG,T20,Lucknow,14 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,1(8),KKR,T20,Chennai,11 Apr 25,12.5,0,0
INDIAN PREMIER LEAGUE 2025,DNB,PBKS,T20,New Chandigarh,08 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,DC,T20,Chennai,05 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,RR,T20,Guwahati,30 Mar 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,0*(2),RCB,T20,Chennai,28 Mar 25,0,0,0
INDIAN PREMIER LEAGUE 2025,DNB,MI,T20,Chennai,23 Mar 25,DNB,DNB,DNB
"ICC CHAMPIONS TROPHY, 2025",6(8),AUS,ODI,Lahore,28 Feb 25,75,0,0
"ICC CHAMPIONS TROPHY, 2025",DNB,ENG,ODI,Lahore,26 Feb 25,DNB,DNB,DNB
"ICC CHAMPIONS TROPHY, 2025",9(15),RSA,ODI,Karachi,21 Feb 25,60,1,0
ICC MENS T20 WORLD CUP 2024,0(2),RSA,T20I,"Tarouba, Trinidad",26 Jun 24,0,0,0
ICC MENS T20 WORLD CUP 2024,DNB,BAN,T20I,"Kingstown, St Vincent",24 Jun 24,DNB,DNB,DNB
ICC MENS T20 WORLD CUP 2024,DNB,AUS,T20I,"Kingstown, St Vincent",22 Jun 24,DNB,DNB,DNB
ICC MENS T20 WORLD CUP 2024,12(18),IND,T20I,"Bridgetown, Barbados",20 Jun 24,66.6,1,1
ICC MENS T20 WORLD CUP 2024,2(4),WI,T20I,"Gros Islet, St Lucia",17 Jun 24,50,0,0
ICC MENS T20 WORLD CUP 2024,DNB,PNG,T20I,"Tarouba, Trinidad",13 Jun 24,DNB,DNB,DNB
ICC MENS T20 WORLD CUP 2024,DNB,NZ,T20I,Guyana,07 Jun 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,CSK,T20,Ahmedabad,10 May 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,RCB,T20,Bengaluru,04 May 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,RCB,T20,Ahmedabad,28 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,DC,T20,Delhi,24 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,PBKS,T20,New Chandigarh,21 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,1(7),DC,T20,Ahmedabad,17 Apr 24,14.2,0,0
INDIAN PREMIER LEAGUE 2024,DNB,RR,T20,Jaipur,10 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,4(2),LSG,T20,Lucknow,07 Apr 24,200,1,0
INDIAN PREMIER LEAGUE 2024,DNB,PBKS,T20,Ahmedabad,04 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,SRH,T20,Ahmedabad,31 Mar 24,DNB,DNB,DNB
"AFGHANISTAN V IRELAND IN UAE, 2024",DNB,IRE,ODI,Sharjah,07 Mar 24,DNB,DNB,DNB
"AFGHANISTAN TOUR OF SRI LANKA, 2024",DNB,SL,T20I,Dambulla,21 Feb 24,DNB,DNB,DNB
"AFGHANISTAN TOUR OF SRI LANKA, 2024",5*(9),SL,T20I,Dambulla,19 Feb 24,55.5,0,0
"AFGHANISTAN TOUR OF SRI LANKA, 2024",9(6),SL,T20I,Dambulla,17 Feb 24,150,0,1
