Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,28(14),SRH,T20,Hyderabad,06 May 26,200,3,2
INDIAN PREMIER LEAGUE 2026,40(31),GT,T20,Ahmedabad,03 May 26,129,5,1
INDIAN PREMIER LEAGUE 2026,62*(22),RR,T20,New Chandigarh,28 Apr 26,281.8,4,6
INDIAN PREMIER LEAGUE 2026,DNB,DC,T20,Delhi,25 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,29(16),LSG,T20,New Chandigarh,19 Apr 26,181.2,2,2
INDIAN PREMIER LEAGUE 2026,10*(5),MI,T20,Mumbai,16 Apr 26,200,2,0
INDIAN PREMIER LEAGUE 2026,DNB,SRH,T20,New Chandigarh,11 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,9*(3),CSK,T20,Chennai,03 Apr 26,300,2,0
INDIAN PREMIER LEAGUE 2026,0(2),GT,T20,New Chandigarh,31 Mar 26,0,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,OMAN,T20I,Pallekele,20 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,4(6),SL,T20I,Pallekele,16 Feb 26,66.6,0,0
ICC MEN'S T20 WORLD CUP 2026,6(4),ZIM,T20I,Colombo,13 Feb 26,150,1,0
ICC MEN'S T20 WORLD CUP 2026,45(29),IRE,T20I,Colombo,11 Feb 26,155.1,2,1
"AUSTRALIA TOUR OF PAKISTAN, 2026",23(22),PAK,T20I,Lahore,01 Feb 26,104.5,3,0
"INDIA TOUR OF AUSTRALIA, 2025",17(19),IND,T20I,Queensland,06 Nov 25,89.4,2,0
"INDIA TOUR OF AUSTRALIA, 2025",64(39),IND,T20I,Hobart,02 Nov 25,164.1,8,2
"INDIA TOUR OF AUSTRALIA, 2025",6*(6),IND,T20I,Melbourne,31 Oct 25,100,0,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",2(4),NZ,T20I,Mount Maunganui,04 Oct 25,50,0,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",DNB,NZ,T20I,Mount Maunganui,03 Oct 25,DNB,DNB,DNB
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",4*(1),NZ,T20I,Mount Maunganui,01 Oct 25,400,1,0
INDIAN PREMIER LEAGUE 2025,6(2),RCB,T20,Ahmedabad,03 Jun 25,300,0,1
INDIAN PREMIER LEAGUE 2025,2*(2),MI,T20,Ahmedabad,01 Jun 25,100,0,0
INDIAN PREMIER LEAGUE 2025,26(17),RCB,T20,New Chandigarh,29 May 25,152.9,2,2
INDIAN PREMIER LEAGUE 2025,DNB,MI,T20,Jaipur,26 May 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,44*(16),DC,T20,Jaipur,24 May 25,275,3,4
INDIAN PREMIER LEAGUE 2025,15*(5),LSG,T20,Dharamsala,04 May 25,300,1,1
INDIAN PREMIER LEAGUE 2025,1(2),RCB,T20,New Chandigarh,20 Apr 25,50,0,0
INDIAN PREMIER LEAGUE 2025,7*(2),RCB,T20,Bengaluru,18 Apr 25,350,0,1
INDIAN PREMIER LEAGUE 2025,34*(11),SRH,T20,Hyderabad,12 Apr 25,309,1,4
INDIAN PREMIER LEAGUE 2025,4(7),CSK,T20,New Chandigarh,08 Apr 25,57.1,0,0
INDIAN PREMIER LEAGUE 2025,1(7),RR,T20,New Chandigarh,05 Apr 25,14.2,0,0
INDIAN PREMIER LEAGUE 2025,DNB,LSG,T20,Lucknow,01 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,20(15),GT,T20,Ahmedabad,25 Mar 25,133.3,1,2
"PAKISTAN TOUR OF AUSTRALIA, 2024",61*(27),PAK,T20I,Hobart,18 Nov 24,225.9,5,5
"PAKISTAN TOUR OF AUSTRALIA, 2024",14(15),PAK,T20I,Sydney,16 Nov 24,93.3,1,0
