Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,DNB,MI,T20,Mumbai,04 May 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,KKR,T20,Lucknow,26 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,0(3),RR,T20,Lucknow,22 Apr 26,0,0,0
INDIAN PREMIER LEAGUE 2026,DNB,PBKS,T20,New Chandigarh,19 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,0(1),DC,T20,Lucknow,01 Apr 26,0,0,0
INDIAN PREMIER LEAGUE 2024,DNB,MI,T20,Mumbai,17 May 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,DC,T20,Delhi,14 May 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,KKR,T20,Lucknow,05 May 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,MI,T20,Lucknow,30 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,RR,T20,Lucknow,27 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,CSK,T20,Chennai,23 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,CSK,T20,Lucknow,19 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,KKR,T20,Kolkata,14 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,2(1),PBKS,T20,Lucknow,30 Mar 24,200,0,0
INDIAN PREMIER LEAGUE 2024,DNB,RR,T20,Jaipur,24 Mar 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,0(7),MI,T20,Chennai,24 May 23,0,0,0
INDIAN PREMIER LEAGUE 2023,DNB,KKR,T20,Kolkata,20 May 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,DNB,MI,T20,Lucknow,16 May 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,DNB,GT,T20,Ahmedabad,07 May 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,DNB,CSK,T20,Lucknow,03 May 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,DNB,RCB,T20,Kolkata,25 May 22,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,DNB,KKR,T20,Navi Mumbai,18 May 22,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,9*(7),RR,T20,Mumbai,15 May 22,128.5,1,0
INDIAN PREMIER LEAGUE 2022,1(3),GT,T20,Pune,10 May 22,33.3,0,0
INDIAN PREMIER LEAGUE 2022,DNB,KKR,T20,Pune,07 May 22,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,DNB,DC,T20,Mumbai,01 May 22,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,13*(6),PBKS,T20,Pune,29 Apr 22,216.6,1,1
INDIAN PREMIER LEAGUE 2022,DNB,MI,T20,Mumbai,24 Apr 22,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,DNB,GT,T20,Mumbai,28 Mar 22,DNB,DNB,DNB
