Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
ICC MEN'S T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2026,3*(3),IDN,T20I,"Sano, Kanto",08 May 26,100,0,0
INDONESIA T20I TRI-SERIES 2025,DNB,IDN,T20I,Bali,13 Jul 25,DNB,DNB,DNB
INDONESIA T20I TRI-SERIES 2025,6(5),SKR,T20I,Bali,12 Jul 25,120,1,0
INDONESIA T20I TRI-SERIES 2025,0(4),SKR,T20I,Bali,10 Jul 25,0,0,0
INDONESIA T20I TRI-SERIES 2025,DNB,IDN,T20I,Bali,10 Jul 25,DNB,DNB,DNB
INDONESIA T20I TRI-SERIES 2025,19(20),SKR,T20I,Bali,09 Jul 25,95,2,0
INDONESIA T20I TRI-SERIES 2025,18(9),IDN,T20I,Bali,07 Jul 25,200,1,1
INDONESIA T20I TRI-SERIES 2025,DNB,SKR,T20I,Bali,07 Jul 25,DNB,DNB,DNB
INDONESIA T20I TRI-SERIES 2025,DNB,IDN,T20I,Bali,06 Jul 25,DNB,DNB,DNB
"ICC MENS T20 WORLD CUP SUB REGIONAL EAST ASIA-PACIFIC QUALIFIER B, 2024",22(7),SKR,T20I,Incheon,05 Oct 24,314.2,2,2
"ICC MENS T20 WORLD CUP SUB REGIONAL EAST ASIA-PACIFIC QUALIFIER B, 2024",17(30),JPN,T20I,Incheon,02 Oct 24,56.6,2,0
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,0(2),IDN,T20I,Bali,23 Dec 23,0,0,0
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,12*(5),IDN,T20I,Bali,22 Dec 23,240,2,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,5(13),VAN,T20I,Port Moresby,29 Jul 23,38.4,0,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,11(9),JPN,T20I,Port Moresby,26 Jul 23,122.2,1,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,DNB,VAN,T20I,Port Moresby,25 Jul 23,DNB,DNB,DNB
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,8(13),PNG,T20I,Port Moresby,23 Jul 23,61.5,0,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,4*(4),JPN,T20I,Port Moresby,22 Jul 23,100,0,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,DNB,GER,T20I,Al Amerat,24 Feb 22,DNB,DNB,DNB
ICC MENS T20 WORLD CUP QUALIFIER A 2022,17(21),BHR,T20I,Al Amerat,22 Feb 22,80.9,1,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,2(5),OMAN,T20I,Al Amerat,21 Feb 22,40,0,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,6*(3),NEP,T20I,Al Amerat,19 Feb 22,200,1,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,DNB,CAN,T20I,Al Amerat,18 Feb 22,DNB,DNB,DNB
