Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,5(4),PBKS,T20,Ahmedabad,03 May 26,125,1,0
INDIAN PREMIER LEAGUE 2026,43(18),RCB,T20,Ahmedabad,30 Apr 26,238.8,4,3
INDIAN PREMIER LEAGUE 2026,33(23),CSK,T20,Chennai,26 Apr 26,143.4,1,3
INDIAN PREMIER LEAGUE 2026,32(24),RCB,T20,Bengaluru,24 Apr 26,133.3,2,1
INDIAN PREMIER LEAGUE 2026,14(13),MI,T20,Ahmedabad,20 Apr 26,107.6,3,0
INDIAN PREMIER LEAGUE 2026,86(50),KKR,T20,Ahmedabad,17 Apr 26,172,8,4
INDIAN PREMIER LEAGUE 2026,56(40),LSG,T20,Lucknow,12 Apr 26,140,6,1
INDIAN PREMIER LEAGUE 2026,70(45),DC,T20,Delhi,08 Apr 26,155.5,4,5
INDIAN PREMIER LEAGUE 2026,39(27),PBKS,T20,New Chandigarh,31 Mar 26,144.4,6,0
"NEW ZEALAND TOUR OF INDIA, 2026",23(18),NZ,ODI,Indore,18 Jan 26,127.7,4,0
"NEW ZEALAND TOUR OF INDIA, 2026",56(53),NZ,ODI,Rajkot,14 Jan 26,105.6,9,1
"NEW ZEALAND TOUR OF INDIA, 2026",56(71),NZ,ODI,Vadodara,11 Jan 26,78.8,3,2
"SOUTH AFRICA TOUR OF INDIA, 2025",28(28),RSA,T20I,Dharamsala,14 Dec 25,100,5,0
"SOUTH AFRICA TOUR OF INDIA, 2025",0(1),RSA,T20I,New Chandigarh,11 Dec 25,0,0,0
"SOUTH AFRICA TOUR OF INDIA, 2025",4(2),RSA,T20I,Cuttack,09 Dec 25,200,1,0
"SOUTH AFRICA TOUR OF INDIA, 2025",4 & DNB,RSA,Test,Kolkata,14 Nov 25,133.3 & DNB,1 & DNB,0 & DNB
"INDIA TOUR OF AUSTRALIA, 2025",29*(16),AUS,T20I,Brisbane,08 Nov 25,181.2,6,0
"INDIA TOUR OF AUSTRALIA, 2025",46(39),AUS,T20I,Queensland,06 Nov 25,117.9,4,1
"INDIA TOUR OF AUSTRALIA, 2025",15(12),AUS,T20I,Hobart,02 Nov 25,125,1,0
"INDIA TOUR OF AUSTRALIA, 2025",5(10),AUS,T20I,Melbourne,31 Oct 25,50,0,0
"INDIA TOUR OF AUSTRALIA, 2025",37*(20),AUS,T20I,Canberra,29 Oct 25,185,4,1
"INDIA TOUR OF AUSTRALIA, 2025",24(26),AUS,ODI,Sydney,25 Oct 25,92.3,2,1
"INDIA TOUR OF AUSTRALIA, 2025",9(9),AUS,ODI,Adelaide,23 Oct 25,100,1,0
"INDIA TOUR OF AUSTRALIA, 2025",10(18),AUS,ODI,Perth,19 Oct 25,55.5,2,0
"WEST INDIES TOUR OF INDIA, 2025",129* & 13,WI,Test,Delhi,10 Oct 25,65.8 & 86.6,16 & 1,2 & 1
"WEST INDIES TOUR OF INDIA, 2025",50 & DNB,WI,Test,Ahmedabad,02 Oct 25,50 & DNB,5 & DNB,0 & DNB
ASIA CUP 2025,12(10),PAK,T20I,Dubai,28 Sep 25,120,1,0
ASIA CUP 2025,4(3),SL,T20I,Dubai,26 Sep 25,133.3,1,0
ASIA CUP 2025,29(19),BAN,T20I,Dubai,24 Sep 25,152.6,2,1
ASIA CUP 2025,47(28),PAK,T20I,Dubai,21 Sep 25,167.8,8,0
ASIA CUP 2025,5(8),OMAN,T20I,Abu Dhabi,19 Sep 25,62.5,1,0
ASIA CUP 2025,10(7),PAK,T20I,Dubai,14 Sep 25,142.8,2,0
ASIA CUP 2025,20*(9),UAE,T20I,Dubai,10 Sep 25,222.2,2,1
"INDIA TOUR OF ENGLAND, 2025",21 & 11,ENG,Test,London,31 Jul 25,60 & 122.2,4 & 2,0 & 0
"INDIA TOUR OF ENGLAND, 2025",12 & 103,ENG,Test,Manchester,23 Jul 25,52.1 & 43.2,1 & 12,0 & 0
"INDIA TOUR OF ENGLAND, 2025",16 & 6,ENG,Test,London,10 Jul 25,36.3 & 66.6,2 & 1,0 & 0
"INDIA TOUR OF ENGLAND, 2025",269 & 161,ENG,Test,Birmingham,02 Jul 25,69.5 & 99.3,30 & 13,3 & 8
"INDIA TOUR OF ENGLAND, 2025",147 & 8,ENG,Test,Leeds,20 Jun 25,64.7 & 50,19 & 1,1 & 0
INDIAN PREMIER LEAGUE 2025,1(2),MI,T20,New Chandigarh,30 May 25,50,0,0
INDIAN PREMIER LEAGUE 2025,13(9),CSK,T20,Ahmedabad,25 May 25,144.4,1,1
INDIAN PREMIER LEAGUE 2025,35(20),LSG,T20,Ahmedabad,22 May 25,175,7,0
INDIAN PREMIER LEAGUE 2025,93*(53),DC,T20,Delhi,18 May 25,175.4,3,7
INDIAN PREMIER LEAGUE 2025,43(46),MI,T20,Mumbai,06 May 25,93.4,3,1
INDIAN PREMIER LEAGUE 2025,76(38),SRH,T20,Ahmedabad,02 May 25,200,10,2
INDIAN PREMIER LEAGUE 2025,84(50),RR,T20,Jaipur,28 Apr 25,168,5,4
INDIAN PREMIER LEAGUE 2025,90(55),KKR,T20,Kolkata,21 Apr 25,163.6,10,3
