Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,2(3),RCB,T20,Bengaluru,05 Apr 26,66.6,0,0
INDIAN PREMIER LEAGUE 2026,DNB,PBKS,T20,Chennai,03 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,5(7),RR,T20,Guwahati,30 Mar 26,71.4,1,0
ICC MEN'S T20 WORLD CUP 2026,0(1),IND,T20I,Ahmedabad,08 Mar 26,0,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,RSA,T20I,Kolkata,04 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,1*(1),ENG,T20I,Colombo,27 Feb 26,100,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,SL,T20I,Colombo,25 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,CAN,T20I,Chennai,17 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,9*(8),RSA,T20I,Ahmedabad,14 Feb 26,112.5,1,0
ICC MEN'S T20 WORLD CUP 2026,DNB,UAE,T20I,Chennai,10 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,AFG,T20I,Chennai,08 Feb 26,DNB,DNB,DNB
"NEW ZEALAND TOUR OF INDIA, 2026",6*(3),IND,T20I,Visakhapatnam,28 Jan 26,200,1,0
"NEW ZEALAND TOUR OF INDIA, 2026",1(1),IND,T20I,Guwahati,25 Jan 26,100,0,0
"NEW ZEALAND TOUR OF INDIA, 2026",DNB,IND,T20I,Raipur,23 Jan 26,DNB,DNB,DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",8 & 8,WI,Test,Christchurch,02 Dec 25,160 & 133.3,2 & 0,0 & 1
"WEST INDIES TOUR OF NEW ZEALAND, 2025",DNB,WI,ODI,Hamilton,22 Nov 25,DNB,DNB,DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",DNB,WI,ODI,Napier,19 Nov 25,DNB,DNB,DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",DNB,WI,ODI,Christchurch,16 Nov 25,DNB,DNB,DNB
"ENGLAND TOUR OF NEW ZEALAND, 2025",DNB,ENG,ODI,Mount Maunganui,26 Oct 25,DNB,DNB,DNB
"ENGLAND TOUR OF NEW ZEALAND, 2025",DNB,ENG,T20I,Auckland,23 Oct 25,DNB,DNB,DNB
"ENGLAND TOUR OF NEW ZEALAND, 2025",0(1),ENG,T20I,Christchurch,20 Oct 25,0,0,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",6(8),AUS,T20I,Mount Maunganui,04 Oct 25,75,0,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",DNB,AUS,T20I,Mount Maunganui,01 Oct 25,DNB,DNB,DNB
"NEW ZEALAND TOUR OF ZIMBABWE, 2025",DNB & DNB,ZIM,Test,Bulawayo,07 Aug 25,DNB & DNB,DNB & DNB,DNB & DNB
"NEW ZEALAND TOUR OF ZIMBABWE, 2025",5 & DNB,ZIM,Test,Bulawayo,30 Jul 25,50 & DNB,1 & DNB,0 & DNB
"ZIMBABWE T20I TRI-SERIES, 2025",DNB,RSA,T20I,Harare,26 Jul 25,DNB,DNB,DNB
"ZIMBABWE T20I TRI-SERIES, 2025",DNB,ZIM,T20I,Harare,24 Jul 25,DNB,DNB,DNB
"ZIMBABWE T20I TRI-SERIES, 2025",DNB,ZIM,T20I,Harare,18 Jul 25,DNB,DNB,DNB
"ZIMBABWE T20I TRI-SERIES, 2025",DNB,RSA,T20I,Harare,16 Jul 25,DNB,DNB,DNB
"ICC CHAMPIONS TROPHY, 2025",DNB,RSA,ODI,Lahore,05 Mar 25,DNB,DNB,DNB
"ICC CHAMPIONS TROPHY, 2025",2(4),IND,ODI,Dubai,02 Mar 25,50,0,0
"ICC CHAMPIONS TROPHY, 2025",DNB,BAN,ODI,Rawalpindi,24 Feb 25,DNB,DNB,DNB
"ICC CHAMPIONS TROPHY, 2025",DNB,PAK,ODI,Karachi,19 Feb 25,DNB,DNB,DNB
"PAKISTAN ODI TRI-SERIES, 2025",DNB,RSA,ODI,Lahore,10 Feb 25,DNB,DNB,DNB
"PAKISTAN ODI TRI-SERIES, 2025",DNB,PAK,ODI,Lahore,08 Feb 25,DNB,DNB,DNB
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",12(6),SL,ODI,Auckland,11 Jan 25,200,1,1
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",1(3),SL,ODI,Hamilton,08 Jan 25,33.3,0,0
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",DNB,SL,ODI,Wellington,05 Jan 25,DNB,DNB,DNB
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",DNB,SL,T20I,Nelson,02 Jan 25,DNB,DNB,DNB
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",DNB,SL,T20I,Mount Maunganui,30 Dec 24,DNB,DNB,DNB
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",DNB,SL,T20I,Mount Maunganui,28 Dec 24,DNB,DNB,DNB
"ENGLAND TOUR OF NEW ZEALAND, 2024",8 & 0,ENG,Test,Hamilton,14 Dec 24,40 & 0,0 & 0,1 & 0
"ENGLAND TOUR OF NEW ZEALAND, 2024",0 & 4,ENG,Test,Wellington,06 Dec 24,0 & 57.1,0 & 1,0 & 0
"ENGLAND TOUR OF NEW ZEALAND, 2024",18 & 1,ENG,Test,Christchurch,28 Nov 24,56.2 & 33.3,2 & 0,0 & 0
"NEW ZEALAND TOUR OF INDIA, 2024",0 & 10,IND,Test,Mumbai,01 Nov 24,0 & 62.5,0 & 0,0 & 1
"NEW ZEALAND TOUR OF INDIA, 2024",8 & DNB,IND,Test,Bengaluru,16 Oct 24,88.8 & DNB,2 & DNB,0 & DNB
ICC MENS T20 WORLD CUP 2024,12(17),AFG,T20I,Guyana,07 Jun 24,70.5,0,1
INDIAN PREMIER LEAGUE 2024,DNB,MI,T20,Mumbai,17 May 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,RR,T20,Lucknow,27 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,CSK,T20,Chennai,23 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,CSK,T20,Lucknow,19 Apr 24,DNB,DNB,DNB
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",29 & 16,AUS,Test,Christchurch,08 Mar 24,103.5 & 145.4,5 & 4,0 & 0
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",42 & 14,AUS,Test,Wellington,29 Feb 24,123.5 & 93.3,3 & 2,4 & 1
"SOUTH AFRICA TOUR OF NEW ZEALAND, 2024",10 & DNB,RSA,Test,Hamilton,13 Feb 24,35.7 & DNB,1 & DNB,0 & DNB
"SOUTH AFRICA TOUR OF NEW ZEALAND, 2024",27 & DNB,RSA,Test,Mount Maunganui,04 Feb 24,300 & DNB,1 & DNB,3 & DNB
"PAKISTAN TOUR OF NEW ZEALAND, 2024",1(3),PAK,T20I,Christchurch,21 Jan 24,33.3,0,0
"PAKISTAN TOUR OF NEW ZEALAND, 2024",DNB,PAK,T20I,Christchurch,19 Jan 24,DNB,DNB,DNB
"PAKISTAN TOUR OF NEW ZEALAND, 2024",1*(1),PAK,T20I,Dunedin,17 Jan 24,100,0,0
"PAKISTAN TOUR OF NEW ZEALAND, 2024",DNB,PAK,T20I,Auckland,12 Jan 24,DNB,DNB,DNB
ICC CRICKET WORLD CUP 2023,0*(9),RSA,ODI,Pune,01 Nov 23,0,0,0
ICC CRICKET WORLD CUP 2023,9(8),AUS,ODI,Dharamsala,28 Oct 23,112.5,1,0
ICC CRICKET WORLD CUP 2023,0(1),IND,ODI,Dharamsala,22 Oct 23,0,0,0
ICC CRICKET WORLD CUP 2023,DNB,AFG,ODI,Chennai,18 Oct 23,DNB,DNB,DNB
ICC CRICKET WORLD CUP 2023,DNB,BAN,ODI,Chennai,13 Oct 23,DNB,DNB,DNB
ICC CRICKET WORLD CUP 2023,10*(4),NED,ODI,Hyderabad,09 Oct 23,250,0,1
ICC CRICKET WORLD CUP 2023,DNB,ENG,ODI,Ahmedabad,05 Oct 23,DNB,DNB,DNB
"NEW ZEALAND TOUR OF ENGLAND, 2023",0(1),ENG,ODI,London,15 Sep 23,0,0,0
"NEW ZEALAND TOUR OF ENGLAND, 2023",3*(3),ENG,ODI,Southampton,10 Sep 23,100,0,0
"NEW ZEALAND TOUR OF ENGLAND, 2023",DNB,ENG,ODI,Cardiff,08 Sep 23,DNB,DNB,DNB
"NEW ZEALAND TOUR OF ENGLAND, 2023",DNB,ENG,T20I,Nottingham,05 Sep 23,DNB,DNB,DNB
"NEW ZEALAND TOUR OF ENGLAND, 2023",DNB,ENG,T20I,Birmingham,03 Sep 23,DNB,DNB,DNB
"NEW ZEALAND TOUR OF PAKISTAN, 2023",4*(3),PAK,ODI,Karachi,07 May 23,133.3,0,0
"NEW ZEALAND TOUR OF PAKISTAN, 2023",5(5),PAK,ODI,Karachi,05 May 23,100,1,0
"NEW ZEALAND TOUR OF PAKISTAN, 2023",1(1),PAK,ODI,Karachi,03 May 23,100,0,0
"NEW ZEALAND TOUR OF PAKISTAN, 2023",DNB,PAK,ODI,Rawalpindi,29 Apr 23,DNB,DNB,DNB
"NEW ZEALAND TOUR OF PAKISTAN, 2023",DNB,PAK,ODI,Rawalpindi,27 Apr 23,DNB,DNB,DNB
"NEW ZEALAND TOUR OF PAKISTAN, 2023",DNB,PAK,T20I,Rawalpindi,20 Apr 23,DNB,DNB,DNB
"NEW ZEALAND TOUR OF PAKISTAN, 2023",DNB,PAK,T20I,Lahore,17 Apr 23,DNB,DNB,DNB
"NEW ZEALAND TOUR OF PAKISTAN, 2023",DNB,PAK,T20I,Lahore,15 Apr 23,DNB,DNB,DNB
"NEW ZEALAND TOUR OF PAKISTAN, 2023",0(1),PAK,T20I,Lahore,14 Apr 23,0,0,0
"SRI LANKA TOUR NEW ZEALAND, 2023",DNB,SL,T20I,Queenstown,08 Apr 23,DNB,DNB,DNB
"SRI LANKA TOUR NEW ZEALAND, 2023",DNB,SL,ODI,Hamilton,31 Mar 23,DNB,DNB,DNB
"SRI LANKA TOUR NEW ZEALAND, 2023",0(2),SL,ODI,Auckland,25 Mar 23,0,0,0
"SRI LANKA TOUR NEW ZEALAND, 2023",DNB & DNB,SL,Test,Wellington,17 Mar 23,DNB & DNB,DNB & DNB,DNB & DNB
"SRI LANKA TOUR NEW ZEALAND, 2023",72 & 4,SL,Test,Christchurch,09 Mar 23,96 & 133.3,10 & 0,3 & 0
