Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,DNB,DC,T20,Delhi,08 May 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,SRH,T20,Hyderabad,03 May 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,RR,T20,Kolkata,19 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,CSK,T20,Chennai,14 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,0(1),SRH,T20,Kolkata,02 Apr 26,0,0,0
INDIAN PREMIER LEAGUE 2026,DNB,MI,T20,Mumbai,29 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,NZ,T20I,Ahmedabad,08 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,0*(1),ENG,T20I,Mumbai,05 Mar 26,0,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,WI,T20I,Kolkata,01 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,ZIM,T20I,Chennai,26 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,0*(3),RSA,T20I,Ahmedabad,22 Feb 26,0,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,NED,T20I,Ahmedabad,18 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,PAK,T20I,Colombo,15 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,1*(1),NAM,T20I,Delhi,12 Feb 26,100,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,USA,T20I,Mumbai,07 Feb 26,DNB,DNB,DNB
"NEW ZEALAND TOUR OF INDIA, 2026",DNB,NZ,T20I,Thiruvananthapuram,31 Jan 26,DNB,DNB,DNB
"NEW ZEALAND TOUR OF INDIA, 2026",DNB,NZ,T20I,Raipur,23 Jan 26,DNB,DNB,DNB
"NEW ZEALAND TOUR OF INDIA, 2026",DNB,NZ,T20I,Nagpur,21 Jan 26,DNB,DNB,DNB
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB,RSA,T20I,Ahmedabad,19 Dec 25,DNB,DNB,DNB
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB,RSA,T20I,Dharamsala,14 Dec 25,DNB,DNB,DNB
"SOUTH AFRICA TOUR OF INDIA, 2025",0(2),RSA,T20I,New Chandigarh,11 Dec 25,0,0,0
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB,RSA,T20I,Cuttack,09 Dec 25,DNB,DNB,DNB
"INDIA TOUR OF AUSTRALIA, 2025",DNB,AUS,T20I,Brisbane,08 Nov 25,DNB,DNB,DNB
"INDIA TOUR OF AUSTRALIA, 2025",1*(1),AUS,T20I,Queensland,06 Nov 25,100,0,0
"INDIA TOUR OF AUSTRALIA, 2025",DNB,AUS,T20I,Hobart,02 Nov 25,DNB,DNB,DNB
"INDIA TOUR OF AUSTRALIA, 2025",0*(1),AUS,T20I,Melbourne,31 Oct 25,0,0,0
"INDIA TOUR OF AUSTRALIA, 2025",DNB,AUS,T20I,Canberra,29 Oct 25,DNB,DNB,DNB
ASIA CUP 2025,DNB,PAK,T20I,Dubai,28 Sep 25,DNB,DNB,DNB
ASIA CUP 2025,DNB,SL,T20I,Dubai,26 Sep 25,DNB,DNB,DNB
ASIA CUP 2025,DNB,BAN,T20I,Dubai,24 Sep 25,DNB,DNB,DNB
ASIA CUP 2025,DNB,PAK,T20I,Dubai,21 Sep 25,DNB,DNB,DNB
ASIA CUP 2025,DNB,PAK,T20I,Dubai,14 Sep 25,DNB,DNB,DNB
ASIA CUP 2025,DNB,UAE,T20I,Dubai,10 Sep 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,SRH,T20,Delhi,25 May 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,CSK,T20,Kolkata,07 May 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,RR,T20,Kolkata,04 May 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,1*(1),DC,T20,Delhi,29 Apr 25,100,0,0
INDIAN PREMIER LEAGUE 2025,DNB,PBKS,T20,Kolkata,26 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,GT,T20,Kolkata,21 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,PBKS,T20,New Chandigarh,15 Apr 25,DNB,DNB,DNB
