Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
"GIBRALTAR TOUR OF MALTA, 2026",DNB,Malta,T20I,Marsa,08 May 26,DNB,DNB,DNB
"GIBRALTAR TOUR OF MALTA, 2026",DNB,Malta,T20I,Marsa,08 May 26,DNB,DNB,DNB
"GIBRALTAR TOUR OF MALTA, 2026",DNB,Malta,T20I,Marsa,07 May 26,DNB,DNB,DNB
"GIBRALTAR TOUR OF MALTA, 2026",DNB,Malta,T20I,Marsa,07 May 26,DNB,DNB,DNB
"SERBIA TOUR OF GIBRALTAR, 2024",DNB,SRB,T20I,Gibraltar,30 Sep 24,DNB,DNB,DNB
"SERBIA TOUR OF GIBRALTAR, 2024",DNB,SRB,T20I,Gibraltar,30 Sep 24,DNB,DNB,DNB
"ICC MENS T20 WORLD CUP SUB REGIONAL EUROPE QUALIFIER B, 2024",DNB,NOR,T20I,Krefeld,13 Jul 24,DNB,DNB,DNB
"ICC MENS T20 WORLD CUP SUB REGIONAL EUROPE QUALIFIER B, 2024",1(3),SWE,T20I,Krefeld,11 Jul 24,33.3,0,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EUROPE QUALIFIER B, 2024",DNB,SLV,T20I,Krefeld,10 Jul 24,DNB,DNB,DNB
"ICC MENS T20 WORLD CUP SUB REGIONAL EUROPE QUALIFIER B, 2024",DNB,GER,T20I,Krefeld,08 Jul 24,DNB,DNB,DNB
CONTINENTAL CUP 2024,5(6),HUN,T20I,Ilfov County,26 May 24,83.3,0,0
CONTINENTAL CUP 2024,DNB,ROM,T20I,Ilfov County,25 May 24,DNB,DNB,DNB
CONTINENTAL CUP 2024,7*(9),HUN,T20I,Ilfov County,24 May 24,77.7,0,0
CONTINENTAL CUP 2024,DNB,BGR,T20I,Ilfov County,24 May 24,DNB,DNB,DNB
LUXEMBOURG TOUR OF GIBRALTAR 2023,3(5),LUX,T20I,Gibraltar,15 Oct 23,60,0,0
LUXEMBOURG TOUR OF GIBRALTAR 2023,11(12),LUX,T20I,Gibraltar,15 Oct 23,91.6,1,0
SERBIA TOUR OF GIBRALTAR 2023,DNB,SRB,T20I,Gibraltar,05 Oct 23,DNB,DNB,DNB
SERBIA TOUR OF GIBRALTAR 2023,DNB,SRB,T20I,Gibraltar,05 Oct 23,DNB,DNB,DNB
ESTONIA TOUR OF GIBRALTAR 2023,5(4),EST,T20I,Gibraltar,30 Sep 23,125,1,0
ESTONIA TOUR OF GIBRALTAR 2023,DNB,EST,T20I,Gibraltar,30 Sep 23,DNB,DNB,DNB
GIBRALTAR T20I TRI-SERIES 2023,25(16),Malta,T20I,Gibraltar,07 May 23,156.2,4,0
GIBRALTAR T20I TRI-SERIES 2023,1*(1),Malta,T20I,Gibraltar,06 May 23,100,0,0
GIBRALTAR T20I TRI-SERIES 2023,DNB,Malta,T20I,Gibraltar,05 May 23,DNB,DNB,DNB
GIBRALTAR T20I TRI-SERIES 2023,2*(1),PORT,T20I,Gibraltar,04 May 23,200,0,0
"GIBRALTAR TOUR OF PORTUGAL, 2023",DNB,PORT,T20I,Albergaria,11 Apr 23,DNB,DNB,DNB
"GIBRALTAR TOUR OF PORTUGAL, 2023",DNB,PORT,T20I,Albergaria,11 Apr 23,DNB,DNB,DNB
"GIBRALTAR TOUR OF PORTUGAL, 2023",0(5),PORT,T20I,Albergaria,10 Apr 23,0,0,0
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,DNB,DEN,T20I,Brussels,29 Jun 22,DNB,DNB,DNB
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,DNB,BEL,T20I,Ghent,28 Jun 22,DNB,DNB,DNB
VALLETTA CUP 2022,1*(1),BGR,T20I,Marsa,15 May 22,100,0,0
VALLETTA CUP 2022,11(5),ROM,T20I,Marsa,14 May 22,220,0,1
VALLETTA CUP 2022,DNB,BGR,T20I,Marsa,13 May 22,DNB,DNB,DNB
VALLETTA CUP 2022,11*(12),CZE,T20I,Marsa,11 May 22,91.6,0,0
VALLETTA CUP 2022,DNB,Malta,T20I,Marsa,10 May 22,DNB,DNB,DNB
VALLETTA CUP 2022,6(5),HUN,T20I,Marsa,10 May 22,120,1,0
