Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,DNB,SRH,T20,Hyderabad,06 May 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,1*(1),GT,T20,Ahmedabad,03 May 26,100,0,0
INDIAN PREMIER LEAGUE 2026,DNB,RR,T20,New Chandigarh,28 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,DC,T20,Delhi,25 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,LSG,T20,New Chandigarh,19 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,MI,T20,Mumbai,16 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,SRH,T20,New Chandigarh,11 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,CSK,T20,Chennai,03 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,GT,T20,New Chandigarh,31 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,NZ,T20I,Ahmedabad,08 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,ENG,T20I,Mumbai,05 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,WI,T20I,Kolkata,01 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,ZIM,T20I,Chennai,26 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,1(2),RSA,T20I,Ahmedabad,22 Feb 26,50,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,NED,T20I,Ahmedabad,18 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,2(2),NAM,T20I,Delhi,12 Feb 26,100,0,0
ICC MEN'S T20 WORLD CUP 2026,4(6),USA,T20I,Mumbai,07 Feb 26,66.6,1,0
"NEW ZEALAND TOUR OF INDIA, 2026",DNB,NZ,T20I,Thiruvananthapuram,31 Jan 26,DNB,DNB,DNB
"NEW ZEALAND TOUR OF INDIA, 2026",0(2),NZ,T20I,Visakhapatnam,28 Jan 26,0,0,0
"NEW ZEALAND TOUR OF INDIA, 2026",DNB,NZ,T20I,Raipur,23 Jan 26,DNB,DNB,DNB
"NEW ZEALAND TOUR OF INDIA, 2026",6*(6),NZ,T20I,Nagpur,21 Jan 26,100,1,0
"NEW ZEALAND TOUR OF INDIA, 2026",4*(2),NZ,ODI,Indore,18 Jan 26,200,1,0
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB,RSA,T20I,Ahmedabad,19 Dec 25,DNB,DNB,DNB
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB,RSA,T20I,Dharamsala,14 Dec 25,DNB,DNB,DNB
"SOUTH AFRICA TOUR OF INDIA, 2025",4(3),RSA,T20I,New Chandigarh,11 Dec 25,133.3,1,0
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB,RSA,T20I,Cuttack,09 Dec 25,DNB,DNB,DNB
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB,RSA,ODI,Visakhapatnam,06 Dec 25,DNB,DNB,DNB
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB,RSA,ODI,Raipur,03 Dec 25,DNB,DNB,DNB
"SOUTH AFRICA TOUR OF INDIA, 2025",0(1),RSA,ODI,Ranchi,30 Nov 25,0,0,0
"INDIA TOUR OF AUSTRALIA, 2025",DNB,AUS,T20I,Brisbane,08 Nov 25,DNB,DNB,DNB
"INDIA TOUR OF AUSTRALIA, 2025",0(3),AUS,T20I,Queensland,06 Nov 25,0,0,0
"INDIA TOUR OF AUSTRALIA, 2025",DNB,AUS,T20I,Hobart,02 Nov 25,DNB,DNB,DNB
"INDIA TOUR OF AUSTRALIA, 2025",13(14),AUS,ODI,Adelaide,23 Oct 25,92.8,2,0
